factor_name,group,subgroup,short_description,doc_id
IncAftTaxPY,Financials,Income Statement,"Income After Taxes, Previous Year",962
IncAftTaxPYQ,Financials,Income Statement,"Income After Taxes, Previous Quarter 1 Year Ago",962
IncAftTaxQ,Financials,Income Statement,"Income After Taxes, Latest Quarter",962
IncAftTaxRegEstANN,Financials,Income Statement,"Income After Taxes, Ten Year Regression Estimate",962
IncAftTaxRegEstTTM,Financials,Income Statement,"Income After Taxes, Five Year Regression Estimate",962
IncAftTaxRegGr%ANN,Financials,Income Statement,"Income After Taxes, Ten Year Regression Estimate",962
IncAftTaxRegGr%TTM,Financials,Income Statement,"Income After Taxes, Five Year Regression Growth",962
IncAftTaxRSD%ANN,Financials,Income Statement,"Income After Taxes, Ten Year Relative Standard Deviation",962
IncAftTaxRSD%TTM,Financials,Income Statement,"Income After Taxes, Five Year Relative Standard Deviation",962
IncAftTaxTTM,Financials,Income Statement,"Income After Taxes, Trailing 12 Months",962
IncBTax%SalesA,Financials,Income Statement,"Income Before Taxes, % of Annual Sales",963
IncBTax%SalesQ,Financials,Income Statement,"Income Before Taxes, % of Quarterly Sales",963
IncBTax3YAvg,Financials,Income Statement,"Income Before Taxes, Three Year Average",963
IncBTax5YAvg,Financials,Income Statement,"Income Before Taxes, Five Year Average",963
IncBTaxA,Financials,Income Statement,"Income Before Taxes, Latest Year",963
IncBTaxGr%10Y,Financials,Income Statement,"Income Before Taxes, Ten Year Annualized Growth",963
IncBTaxGr%3Y,Financials,Income Statement,"Income Before Taxes, Three Year Annualized Growth",963
IncBTaxGr%5Y,Financials,Income Statement,"Income Before Taxes, Five Year Annualized Growth",963
IncBTaxGr%A,Financials,Income Statement,"Income Before Taxes, Growth Annual",963
IncBTaxGr%PQ,Financials,Income Statement,"Income Before Taxes, Q vs Previous Q Growth",963
IncBTaxGr%PQTTM,Financials,Income Statement,"Income Before Taxes, Trailing Twelve Months Growth 1Q Ago",963
IncBTaxGr%PYQ,Financials,Income Statement,"Income Before Taxes, Q vs 1 year ago Q Growth",963
IncBTaxGr%TTM,Financials,Income Statement,"Income Before Taxes, Trailing Twelve Months Growth",963
IncBTaxPQ,Financials,Income Statement,"Income Before Taxes, Previous Quarter",963
IncBTaxPSA,Financials,Income Statement,"Income Before Taxes, Annual Per Share",963
IncBTaxPSQ,Financials,Income Statement,"Income Before Taxes, Quarterly Per Share",963
IncBTaxPTM,Financials,Income Statement,"Income Before Taxes, Previous Trailing 12 Months",963
IncBTaxPY,Financials,Income Statement,"Income Before Taxes, Previous Year",963
IncBTaxPYQ,Financials,Income Statement,"Income Before Taxes, Previous Quarter 1 Year Ago",963
IncBTaxQ,Financials,Income Statement,"Income Before Taxes, Latest Quarter",963
IncBTaxRegEstANN,Financials,Income Statement,"Income Before Taxes, Ten Year Regression Estimate",963
IncBTaxRegEstTTM,Financials,Income Statement,"Income Before Taxes, Five Year Regression Estimate",963
IncBTaxRegGr%ANN,Financials,Income Statement,"Income Before Taxes, Ten Year Regression Estimate",963
IncBTaxRegGr%TTM,Financials,Income Statement,"Income Before Taxes, Five Year Regression Growth",963
IncBTaxRSD%ANN,Financials,Income Statement,"Income Before Taxes, Ten Year Relative Standard Deviation",963
IncBTaxRSD%TTM,Financials,Income Statement,"Income Before Taxes, Five Year Relative Standard Deviation",963
IncBTaxTTM,Financials,Income Statement,"Income Before Taxes, Trailing 12 Months",963
IncBXorAdjCSE%SalesA,Financials,Income Statement,"Income Before Xor Items Adj for Common, % of Annual Sales",965
IncBXorAdjCSE%SalesQ,Financials,Income Statement,"Income Before Xor Items Adj for Common, % of Quarterly Sales",965
IncBXorAdjCSE3YAvg,Financials,Income Statement,"Income Before Xor Items Adj for Common, Three Year Average",965
IncBXorAdjCSE5YAvg,Financials,Income Statement,"Income Before Xor Items Adj for Common, Five Year Average",965
IncBXorAdjCSEA,Financials,Income Statement,"Income Before Xor Items Adj for Common, Latest Year",965
IncBXorAdjCSEGr%10Y,Financials,Income Statement,"Income Before Xor Items Adj for Common, Ten Year Annualized Growth",965
IncBXorAdjCSEGr%3Y,Financials,Income Statement,"Income Before Xor Items Adj for Common, Three Year Annualized Growth",965
IncBXorAdjCSEGr%5Y,Financials,Income Statement,"Income Before Xor Items Adj for Common, Five Year Annualized Growth",965
IncBXorAdjCSEGr%A,Financials,Income Statement,"Income Before Xor Items Adj for Common, Growth Annual",965
IncBXorAdjCSEGr%PQ,Financials,Income Statement,"Income Before Xor Items Adj for Common, Q vs Previous Q Growth",965
IncBXorAdjCSEGr%PQTTM,Financials,Income Statement,"Income Before Xor Items Adj for Common, Trailing Twelve Months Growth 1Q Ago",965
IncBXorAdjCSEGr%PYQ,Financials,Income Statement,"Income Before Xor Items Adj for Common, Q vs 1 year ago Q Growth",965
IncBXorAdjCSEGr%TTM,Financials,Income Statement,"Income Before Xor Items Adj for Common, Trailing Twelve Months Growth",965
IncBXorAdjCSEPQ,Financials,Income Statement,"Income Before Xor Items Adj for Common, Previous Quarter",965
IncBXorAdjCSEPSA,Financials,Income Statement,"Income Before Xor Items Adj for Common, Annual Per Share",965
IncBXorAdjCSEPSQ,Financials,Income Statement,"Income Before Xor Items Adj for Common, Quarterly Per Share",965
IncBXorAdjCSEPTM,Financials,Income Statement,"Income Before Xor Items Adj for Common, Previous Trailing 12 Months",965
IncBXorAdjCSEPY,Financials,Income Statement,"Income Before Xor Items Adj for Common, Previous Year",965
IncBXorAdjCSEPYQ,Financials,Income Statement,"Income Before Xor Items Adj for Common, Previous Quarter 1 Year Ago",965
IncBXorAdjCSEQ,Financials,Income Statement,"Income Before Xor Items Adj for Common, Latest Quarter",965
IncBXorAdjCSERegEstANN,Financials,Income Statement,"Income Before Xor Items Adj for Common, Ten Year Regression Estimate",965
IncBXorAdjCSERegEstTTM,Financials,Income Statement,"Income Before Xor Items Adj for Common, Five Year Regression Estimate",965
IncBXorAdjCSERegGr%ANN,Financials,Income Statement,"Income Before Xor Items Adj for Common, Ten Year Regression Estimate",965
IncBXorAdjCSERegGr%TTM,Financials,Income Statement,"Income Before Xor Items Adj for Common, Five Year Regression Growth",965
IncBXorAdjCSERSD%ANN,Financials,Income Statement,"Income Before Xor Items Adj for Common, Ten Year Relative Standard Deviation",965
IncBXorAdjCSERSD%TTM,Financials,Income Statement,"Income Before Xor Items Adj for Common, Five Year Relative Standard Deviation",965
IncBXorAdjCSETTM,Financials,Income Statement,"Income Before Xor Items Adj for Common, Trailing 12 Months",965
IncBXorForCom%SalesA,Financials,Income Statement,"Income Before Xor Items Avail for Common, % of Annual Sales",966
IncBXorForCom%SalesQ,Financials,Income Statement,"Income Before Xor Items Avail for Common, % of Quarterly Sales",966
IncBXorForCom3YAvg,Financials,Income Statement,"Income Before Xor Items Avail for Common, Three Year Average",966
IncBXorForCom5YAvg,Financials,Income Statement,"Income Before Xor Items Avail for Common, Five Year Average",966
IncBXorForComA,Financials,Income Statement,"Income Before Xor Items Avail for Common, Latest Year",966
IncBXorForComGr%10Y,Financials,Income Statement,"Income Before Xor Items Avail for Common, Ten Year Annualized Growth",966
IncBXorForComGr%3Y,Financials,Income Statement,"Income Before Xor Items Avail for Common, Three Year Annualized Growth",966
IncBXorForComGr%5Y,Financials,Income Statement,"Income Before Xor Items Avail for Common, Five Year Annualized Growth",966
IncBXorForComGr%A,Financials,Income Statement,"Income Before Xor Items Avail for Common, Growth Annual",966
IncBXorForComGr%PQ,Financials,Income Statement,"Income Before Xor Items Avail for Common, Q vs Previous Q Growth",966
IncBXorForComGr%PQTTM,Financials,Income Statement,"Income Before Xor Items Avail for Common, Trailing Twelve Months Growth 1Q Ago",966
IncBXorForComGr%PYQ,Financials,Income Statement,"Income Before Xor Items Avail for Common, Q vs 1 year ago Q Growth",966
IncBXorForComGr%TTM,Financials,Income Statement,"Income Before Xor Items Avail for Common, Trailing Twelve Months Growth",966
IncBXorForComPQ,Financials,Income Statement,"Income Before Xor Items Avail for Common, Previous Quarter",966
IncBXorForComPSA,Financials,Income Statement,"Income Before Xor Items Avail for Common, Annual Per Share",966
IncBXorForComPSQ,Financials,Income Statement,"Income Before Xor Items Avail for Common, Quarterly Per Share",966
IncBXorForComPTM,Financials,Income Statement,"Income Before Xor Items Avail for Common, Previous Trailing 12 Months",966
IncBXorForComPY,Financials,Income Statement,"Income Before Xor Items Avail for Common, Previous Year",966
IncBXorForComPYQ,Financials,Income Statement,"Income Before Xor Items Avail for Common, Previous Quarter 1 Year Ago",966
IncBXorForComQ,Financials,Income Statement,"Income Before Xor Items Avail for Common, Latest Quarter",966
IncBXorForComRegEstANN,Financials,Income Statement,"Income Before Xor Items Avail for Common, Ten Year Regression Estimate",966
IncBXorForComRegEstTTM,Financials,Income Statement,"Income Before Xor Items Avail for Common, Five Year Regression Estimate",966
IncBXorForComRegGr%ANN,Financials,Income Statement,"Income Before Xor Items Avail for Common, Ten Year Regression Estimate",966
IncBXorForComRegGr%TTM,Financials,Income Statement,"Income Before Xor Items Avail for Common, Five Year Regression Growth",966
IncBXorForComRSD%ANN,Financials,Income Statement,"Income Before Xor Items Avail for Common, Ten Year Relative Standard Deviation",966
IncBXorForComRSD%TTM,Financials,Income Statement,"Income Before Xor Items Avail for Common, Five Year Relative Standard Deviation",966
IncBXorForComTTM,Financials,Income Statement,"Income Before Xor Items Avail for Common, Trailing 12 Months",966
IncTaxExp%SalesA,Financials,Income Statement,"Income Tax Expense, % of Annual Sales",1064
IncTaxExp%SalesQ,Financials,Income Statement,"Income Tax Expense, % of Quarterly Sales",1064
IncTaxExp3YAvg,Financials,Income Statement,"Income Tax Expense, Three Year Average",1064
IncTaxExp5YAvg,Financials,Income Statement,"Income Tax Expense, Five Year Average",1064
IncTaxExpA,Financials,Income Statement,"Income Tax Expense, Latest Year",1064
IncTaxExpGr%10Y,Financials,Income Statement,"Income Tax Expense, Ten Year Annualized Growth",1064
IncTaxExpGr%3Y,Financials,Income Statement,"Income Tax Expense, Three Year Annualized Growth",1064
IncTaxExpGr%5Y,Financials,Income Statement,"Income Tax Expense, Five Year Annualized Growth",1064
IncTaxExpGr%A,Financials,Income Statement,"Income Tax Expense, Growth Annual",1064
IncTaxExpGr%PQ,Financials,Income Statement,"Income Tax Expense, Q vs Previous Q Growth",1064
IncTaxExpGr%PQTTM,Financials,Income Statement,"Income Tax Expense, Trailing Twelve Months Growth 1Q Ago",1064
IncTaxExpGr%PYQ,Financials,Income Statement,"Income Tax Expense, Q vs 1 year ago Q Growth",1064
IncTaxExpGr%TTM,Financials,Income Statement,"Income Tax Expense, Trailing Twelve Months Growth",1064
IncTaxExpPQ,Financials,Income Statement,"Income Tax Expense, Previous Quarter",1064
IncTaxExpPSA,Financials,Income Statement,"Income Tax Expense, Annual Per Share",1064
IncTaxExpPSQ,Financials,Income Statement,"Income Tax Expense, Quarterly Per Share",1064
IncTaxExpPTM,Financials,Income Statement,"Income Tax Expense, Previous Trailing 12 Months",1064
IncTaxExpPY,Financials,Income Statement,"Income Tax Expense, Previous Year",1064
IncTaxExpPYQ,Financials,Income Statement,"Income Tax Expense, Previous Quarter 1 Year Ago",1064
IncTaxExpQ,Financials,Income Statement,"Income Tax Expense, Latest Quarter",1064
IncTaxExpRegEstANN,Financials,Income Statement,"Income Tax Expense, Ten Year Regression Estimate",1064
IncTaxExpRegEstTTM,Financials,Income Statement,"Income Tax Expense, Five Year Regression Estimate",1064
IncTaxExpRegGr%ANN,Financials,Income Statement,"Income Tax Expense, Ten Year Regression Estimate",1064
IncTaxExpRegGr%TTM,Financials,Income Statement,"Income Tax Expense, Five Year Regression Growth",1064
IncTaxExpRSD%ANN,Financials,Income Statement,"Income Tax Expense, Ten Year Relative Standard Deviation",1064
IncTaxExpRSD%TTM,Financials,Income Statement,"Income Tax Expense, Five Year Relative Standard Deviation",1064
IncTaxExpTTM,Financials,Income Statement,"Income Tax Expense, Trailing 12 Months",1064
IntExp%SalesA,Financials,Income Statement,"Interest Expense, % of Annual Sales",971
IntExp%SalesQ,Financials,Income Statement,"Interest Expense, % of Quarterly Sales",971
IntExp3YAvg,Financials,Income Statement,"Interest Expense, Three Year Average",971
IntExp5YAvg,Financials,Income Statement,"Interest Expense, Five Year Average",971
IntExpA,Financials,Income Statement,"Interest Expense, Latest Year",971
IntExpGr%10Y,Financials,Income Statement,"Interest Expense, Ten Year Annualized Growth",971
IntExpGr%3Y,Financials,Income Statement,"Interest Expense, Three Year Annualized Growth",971
IntExpGr%5Y,Financials,Income Statement,"Interest Expense, Five Year Annualized Growth",971
IntExpGr%A,Financials,Income Statement,"Interest Expense, Growth Annual",971
IntExpGr%PQ,Financials,Income Statement,"Interest Expense, Q vs Previous Q Growth",971
IntExpGr%PQTTM,Financials,Income Statement,"Interest Expense, Trailing Twelve Months Growth 1Q Ago",971
IntExpGr%PYQ,Financials,Income Statement,"Interest Expense, Q vs 1 year ago Q Growth",971
IntExpGr%TTM,Financials,Income Statement,"Interest Expense, Trailing Twelve Months Growth",971
IntExpPQ,Financials,Income Statement,"Interest Expense, Previous Quarter",971
IntExpPSA,Financials,Income Statement,"Interest Expense, Annual Per Share",971
IntExpPSQ,Financials,Income Statement,"Interest Expense, Quarterly Per Share",971
IntExpPTM,Financials,Income Statement,"Interest Expense, Previous Trailing 12 Months",971
IntExpPY,Financials,Income Statement,"Interest Expense, Previous Year",971
IntExpPYQ,Financials,Income Statement,"Interest Expense, Previous Quarter 1 Year Ago",971
IntExpQ,Financials,Income Statement,"Interest Expense, Latest Quarter",971
IntExpRegEstANN,Financials,Income Statement,"Interest Expense, Ten Year Regression Estimate",971
IntExpRegEstTTM,Financials,Income Statement,"Interest Expense, Five Year Regression Estimate",971
IntExpRegGr%ANN,Financials,Income Statement,"Interest Expense, Ten Year Regression Estimate",971
IntExpRegGr%TTM,Financials,Income Statement,"Interest Expense, Five Year Regression Growth",971
IntExpRSD%ANN,Financials,Income Statement,"Interest Expense, Ten Year Relative Standard Deviation",971
IntExpRSD%TTM,Financials,Income Statement,"Interest Expense, Five Year Relative Standard Deviation",971
IntExpTTM,Financials,Income Statement,"Interest Expense, Trailing 12 Months",971
IntInc%SalesA,Financials,Income Statement,"Interest Income, % of Annual Sales",970
IntInc%SalesQ,Financials,Income Statement,"Interest Income, % of Quarterly Sales",970
IntInc3YAvg,Financials,Income Statement,"Interest Income, Three Year Average",970
IntInc5YAvg,Financials,Income Statement,"Interest Income, Five Year Average",970
IntIncA,Financials,Income Statement,"Interest Income, Latest Year",970
IntIncGr%10Y,Financials,Income Statement,"Interest Income, Ten Year Annualized Growth",970
IntIncGr%3Y,Financials,Income Statement,"Interest Income, Three Year Annualized Growth",970
IntIncGr%5Y,Financials,Income Statement,"Interest Income, Five Year Annualized Growth",970
IntIncGr%A,Financials,Income Statement,"Interest Income, Growth Annual",970
IntIncGr%PQ,Financials,Income Statement,"Interest Income, Q vs Previous Q Growth",970
IntIncGr%PQTTM,Financials,Income Statement,"Interest Income, Trailing Twelve Months Growth 1Q Ago",970
IntIncGr%PYQ,Financials,Income Statement,"Interest Income, Q vs 1 year ago Q Growth",970
IntIncGr%TTM,Financials,Income Statement,"Interest Income, Trailing Twelve Months Growth",970
IntIncPQ,Financials,Income Statement,"Interest Income, Previous Quarter",970
IntIncPSA,Financials,Income Statement,"Interest Income, Annual Per Share",970
IntIncPSQ,Financials,Income Statement,"Interest Income, Quarterly Per Share",970
